"","TipLabels_Data","Date"
"A/Santa_Fe/826/2014--EPI_ISL_166743--A_/_H3N2--06/03/2014","A/Santa_Fe/826/2014--EPI_ISL_166743--A_/_H3N2--06/03/2014","06/03/2014"
"A/Porto_Alegre/LACENRS-2232/2014--EPI_ISL_263259--A_/_H3N2--09/08/2014","A/Porto_Alegre/LACENRS-2232/2014--EPI_ISL_263259--A_/_H3N2--09/08/2014","09/08/2014"
"A/Porto_Alegre/LACENRS-1447/2014--EPI_ISL_263125--A_/_H3N2--07/15/2014","A/Porto_Alegre/LACENRS-1447/2014--EPI_ISL_263125--A_/_H3N2--07/15/2014","07/15/2014"
"A/Brazil/3972/2014--EPI_ISL_168104--A_/_H3N2--07/06/2014","A/Brazil/3972/2014--EPI_ISL_168104--A_/_H3N2--07/06/2014","07/06/2014"
"A/Lebanon/14L78/2014--EPI_ISL_176850--A_/_H3N2--02/10/2014","A/Lebanon/14L78/2014--EPI_ISL_176850--A_/_H3N2--02/10/2014","02/10/2014"
"A/Argentina/11093/2014--EPI_ISL_167909--A_/_H3N2--07/01/2014","A/Argentina/11093/2014--EPI_ISL_167909--A_/_H3N2--07/01/2014","07/01/2014"
"A/Wisconsin/49/2014--EPI_ISL_169479--A_/_H3N2--11/09/2014","A/Wisconsin/49/2014--EPI_ISL_169479--A_/_H3N2--11/09/2014","11/09/2014"
"A/Wisconsin/49/2014--EPI_ISL_250927--A_/_H3N2--11/09/2014","A/Wisconsin/49/2014--EPI_ISL_250927--A_/_H3N2--11/09/2014","11/09/2014"
"A/Brazil/9879/2014--EPI_ISL_168114--A_/_H3N2--02/17/2014","A/Brazil/9879/2014--EPI_ISL_168114--A_/_H3N2--02/17/2014","02/17/2014"
"A/Brazil/0214/2014--EPI_ISL_166294--A_/_H3N2--06/17/2014","A/Brazil/0214/2014--EPI_ISL_166294--A_/_H3N2--06/17/2014","06/17/2014"
"A/Kharkov/201/2014--EPI_ISL_163099--A_/_H3N2--02/19/2014","A/Kharkov/201/2014--EPI_ISL_163099--A_/_H3N2--02/19/2014","02/19/2014"
"A/Buenos_Aires/1108887/2014--EPI_ISL_166714--A_/_H3N2--07/01/2014","A/Buenos_Aires/1108887/2014--EPI_ISL_166714--A_/_H3N2--07/01/2014","07/01/2014"
"A/Iceland/08202/2014--EPI_ISL_164226--A_/_H3N2--06/10/2014","A/Iceland/08202/2014--EPI_ISL_164226--A_/_H3N2--06/10/2014","06/10/2014"
"A/Buenos_Aires/R16/2014--EPI_ISL_166719--A_/_H3N2--06/03/2014","A/Buenos_Aires/R16/2014--EPI_ISL_166719--A_/_H3N2--06/03/2014","06/03/2014"
"A/Ukraine/6004/2013--EPI_ISL_154034--A_/_H3N2--12/24/2013","A/Ukraine/6004/2013--EPI_ISL_154034--A_/_H3N2--12/24/2013","12/24/2013"
"A/Bolivia/751/2014--EPI_ISL_167913--A_/_H3N2--06/24/2014","A/Bolivia/751/2014--EPI_ISL_167913--A_/_H3N2--06/24/2014","06/24/2014"
"A/Norway/2034/2014--EPI_ISL_166740--A_/_H3N2--06/23/2014","A/Norway/2034/2014--EPI_ISL_166740--A_/_H3N2--06/23/2014","06/23/2014"
"A/Virginia/15/2013--EPI_ISL_154823--A_/_H3N2--11/13/2013","A/Virginia/15/2013--EPI_ISL_154823--A_/_H3N2--11/13/2013","11/13/2013"
"A/Bolivia/667/2014--EPI_ISL_167911--A_/_H3N2--06/17/2014","A/Bolivia/667/2014--EPI_ISL_167911--A_/_H3N2--06/17/2014","06/17/2014"
"A/Tocantins/16261/2015--EPI_ISL_176764--A_/_H3N2--02/18/2015","A/Tocantins/16261/2015--EPI_ISL_176764--A_/_H3N2--02/18/2015","02/18/2015"
"A/Brazil/6261/2015--EPI_ISL_200678--A_/_H3N2--02/18/2015","A/Brazil/6261/2015--EPI_ISL_200678--A_/_H3N2--02/18/2015","02/18/2015"
"A/Brazil/9746/2015--EPI_ISL_202402--A_/_H3N2--05/11/2015","A/Brazil/9746/2015--EPI_ISL_202402--A_/_H3N2--05/11/2015","05/11/2015"
"A/Singapore/H2013.422d/2013--EPI_ISL_209155--A_/_H3N2--06/03/2013","A/Singapore/H2013.422d/2013--EPI_ISL_209155--A_/_H3N2--06/03/2013","06/03/2013"
"A/Bolivia/871/2014--EPI_ISL_166292--A_/_H3N2--07/01/2014","A/Bolivia/871/2014--EPI_ISL_166292--A_/_H3N2--07/01/2014","07/01/2014"
"A/Kilifi/152/2014--EPI_ISL_393708--A_/_H3N2--06/10/2014","A/Kilifi/152/2014--EPI_ISL_393708--A_/_H3N2--06/10/2014","06/10/2014"
"A/Netherlands/776/2014--EPI_ISL_179496--A_/_H3N2--11/20/2014","A/Netherlands/776/2014--EPI_ISL_179496--A_/_H3N2--11/20/2014","11/20/2014"
"A/NEW_CALEDONIA/29/2013--EPI_ISL_151525--A_/_H3N2--08/08/2013","A/NEW_CALEDONIA/29/2013--EPI_ISL_151525--A_/_H3N2--08/08/2013","08/08/2013"
"A/Nepal/0481/2013--EPI_ISL_166849--A_/_H3N2--08/08/2013","A/Nepal/0481/2013--EPI_ISL_166849--A_/_H3N2--08/08/2013","08/08/2013"
"A/Nepal/925/2013--EPI_ISL_173982--A_/_H3N2--07/05/2013","A/Nepal/925/2013--EPI_ISL_173982--A_/_H3N2--07/05/2013","07/05/2013"
"A/Nepal/1240A/2013--EPI_ISL_176583--A_/_H3N2--07/31/2013","A/Nepal/1240A/2013--EPI_ISL_176583--A_/_H3N2--07/31/2013","07/31/2013"
"A/Nepal/953B/2013--EPI_ISL_174837--A_/_H3N2--07/10/2013","A/Nepal/953B/2013--EPI_ISL_174837--A_/_H3N2--07/10/2013","07/10/2013"
"A/Nepal/949c/2013--EPI_ISL_174834--A_/_H3N2--07/09/2013","A/Nepal/949c/2013--EPI_ISL_174834--A_/_H3N2--07/09/2013","07/09/2013"
"A/Nepal/871/2013--EPI_ISL_176580--A_/_H3N2--07/04/2013","A/Nepal/871/2013--EPI_ISL_176580--A_/_H3N2--07/04/2013","07/04/2013"
"A/Stockholm/14/2014--EPI_ISL_160175--A_/_H3N2--02/12/2014","A/Stockholm/14/2014--EPI_ISL_160175--A_/_H3N2--02/12/2014","02/12/2014"
"A/Stockholm/14/2014--EPI_ISL_165584--A_/_H3N2--02/12/2014","A/Stockholm/14/2014--EPI_ISL_165584--A_/_H3N2--02/12/2014","02/12/2014"
"A/Pakistan/553/2013--EPI_ISL_162615--A_/_H3N2--09/21/2013","A/Pakistan/553/2013--EPI_ISL_162615--A_/_H3N2--09/21/2013","09/21/2013"
"A/Ontario/RV1139/2014--EPI_ISL_160191--A_/_H3N2--02/04/2014","A/Ontario/RV1139/2014--EPI_ISL_160191--A_/_H3N2--02/04/2014","02/04/2014"
"A/Zhitomir/286/2014--EPI_ISL_162157--A_/_H3N2--02/18/2014","A/Zhitomir/286/2014--EPI_ISL_162157--A_/_H3N2--02/18/2014","02/18/2014"
"A/Nepal/935/2013--EPI_ISL_174826--A_/_H3N2--07/07/2013","A/Nepal/935/2013--EPI_ISL_174826--A_/_H3N2--07/07/2013","07/07/2013"
"A/Nepal/943/2013--EPI_ISL_174830--A_/_H3N2--07/08/2013","A/Nepal/943/2013--EPI_ISL_174830--A_/_H3N2--07/08/2013","07/08/2013"
"A/Bangladesh/12009/2013--EPI_ISL_150284--A_/_H3N2--07/22/2013","A/Bangladesh/12009/2013--EPI_ISL_150284--A_/_H3N2--07/22/2013","07/22/2013"
"A/IWATE/62/2013--EPI_ISL_158163--A_/_H3N2--11/08/2013","A/IWATE/62/2013--EPI_ISL_158163--A_/_H3N2--11/08/2013","11/08/2013"
"A/Nepal/1074B/2013--EPI_ISL_174841--A_/_H3N2--07/15/2013","A/Nepal/1074B/2013--EPI_ISL_174841--A_/_H3N2--07/15/2013","07/15/2013"
"A/Nepal/1167B/2013--EPI_ISL_174843--A_/_H3N2--07/22/2013","A/Nepal/1167B/2013--EPI_ISL_174843--A_/_H3N2--07/22/2013","07/22/2013"
"A/Nepal/869/2013--EPI_ISL_173979--A_/_H3N2--07/04/2013","A/Nepal/869/2013--EPI_ISL_173979--A_/_H3N2--07/04/2013","07/04/2013"
"A/Nepal/1299A/2013--EPI_ISL_176586--A_/_H3N2--08/02/2013","A/Nepal/1299A/2013--EPI_ISL_176586--A_/_H3N2--08/02/2013","08/02/2013"
"A/Nepal/1375A/2013--EPI_ISL_176588--A_/_H3N2--08/05/2013","A/Nepal/1375A/2013--EPI_ISL_176588--A_/_H3N2--08/05/2013","08/05/2013"
"A/Nepal/0413/2013--EPI_ISL_148078--A_/_H3N2--06/17/2013","A/Nepal/0413/2013--EPI_ISL_148078--A_/_H3N2--06/17/2013","06/17/2013"
"A/Nepal/1091C/2013--EPI_ISL_174842--A_/_H3N2--07/18/2013","A/Nepal/1091C/2013--EPI_ISL_174842--A_/_H3N2--07/18/2013","07/18/2013"
"A/Iquique/62331/2014--EPI_ISL_171353--A_/_H3N2--09/16/2014","A/Iquique/62331/2014--EPI_ISL_171353--A_/_H3N2--09/16/2014","09/16/2014"
"A/California/61/2013--EPI_ISL_157081--A_/_H3N2--10/28/2013","A/California/61/2013--EPI_ISL_157081--A_/_H3N2--10/28/2013","10/28/2013"
"A/California/61/2013--EPI_ISL_160778--A_/_H3N2--10/28/2013","A/California/61/2013--EPI_ISL_160778--A_/_H3N2--10/28/2013","10/28/2013"
"A/Nepal/921/2013--EPI_ISL_173981--A_/_H3N2--07/05/2013","A/Nepal/921/2013--EPI_ISL_173981--A_/_H3N2--07/05/2013","07/05/2013"
"A/Nepal/933/2013--EPI_ISL_174825--A_/_H3N2--07/07/2013","A/Nepal/933/2013--EPI_ISL_174825--A_/_H3N2--07/07/2013","07/07/2013"
"A/Nepal/941/2013--EPI_ISL_174829--A_/_H3N2--07/08/2013","A/Nepal/941/2013--EPI_ISL_174829--A_/_H3N2--07/08/2013","07/08/2013"
"A/Nepal/1397A/2013--EPI_ISL_176591--A_/_H3N2--08/11/2013","A/Nepal/1397A/2013--EPI_ISL_176591--A_/_H3N2--08/11/2013","08/11/2013"
"A/Pennsylvania/08/2013--EPI_ISL_150176--A_/_H3N2--10/06/2013","A/Pennsylvania/08/2013--EPI_ISL_150176--A_/_H3N2--10/06/2013","10/06/2013"
"A/Colorado/11/2013--EPI_ISL_151811--A_/_H3N2--10/30/2013","A/Colorado/11/2013--EPI_ISL_151811--A_/_H3N2--10/30/2013","10/30/2013"
"A/Pennsylvania/08/2013--EPI_ISL_153216--A_/_H3N2--10/06/2013","A/Pennsylvania/08/2013--EPI_ISL_153216--A_/_H3N2--10/06/2013","10/06/2013"
"A/Norway/3325/2013--EPI_ISL_154988--A_/_H3N2--12/17/2013","A/Norway/3325/2013--EPI_ISL_154988--A_/_H3N2--12/17/2013","12/17/2013"
"A/Myanmar/13M082/2013--EPI_ISL_172634--A_/_H3N2--07/19/2013","A/Myanmar/13M082/2013--EPI_ISL_172634--A_/_H3N2--07/19/2013","07/19/2013"
"A/Myanmar/13M118/2013--EPI_ISL_173050--A_/_H3N2--07/26/2013","A/Myanmar/13M118/2013--EPI_ISL_173050--A_/_H3N2--07/26/2013","07/26/2013"
"A/Myanmar/13M085/2013--EPI_ISL_173014--A_/_H3N2--07/22/2013","A/Myanmar/13M085/2013--EPI_ISL_173014--A_/_H3N2--07/22/2013","07/22/2013"
"A/Myanmar/13M098/2013--EPI_ISL_173046--A_/_H3N2--07/24/2013","A/Myanmar/13M098/2013--EPI_ISL_173046--A_/_H3N2--07/24/2013","07/24/2013"
"A/Myanmar/13M035/2013--EPI_ISL_172838--A_/_H3N2--07/15/2013","A/Myanmar/13M035/2013--EPI_ISL_172838--A_/_H3N2--07/15/2013","07/15/2013"
"A/Myanmar/13M084/2013--EPI_ISL_173013--A_/_H3N2--07/19/2013","A/Myanmar/13M084/2013--EPI_ISL_173013--A_/_H3N2--07/19/2013","07/19/2013"
"A/Hangzhou/A800/2013--EPI_ISL_156418--A_/_H3N2--11/25/2013","A/Hangzhou/A800/2013--EPI_ISL_156418--A_/_H3N2--11/25/2013","11/25/2013"
"A/Thailand/CU-B8736/2013--EPI_ISL_205379--A_/_H3N2--11/14/2013","A/Thailand/CU-B8736/2013--EPI_ISL_205379--A_/_H3N2--11/14/2013","11/14/2013"
"A/Ireland/14M02879/2014--EPI_ISL_154751--A_/_H3N2--01/02/2014","A/Ireland/14M02879/2014--EPI_ISL_154751--A_/_H3N2--01/02/2014","01/02/2014"
"A/Ireland/14M02879/2014--EPI_ISL_158838--A_/_H3N2--01/02/2014","A/Ireland/14M02879/2014--EPI_ISL_158838--A_/_H3N2--01/02/2014","01/02/2014"
"A/Lithuania/10373/2014--EPI_ISL_165562--A_/_H3N2--04/07/2014","A/Lithuania/10373/2014--EPI_ISL_165562--A_/_H3N2--04/07/2014","04/07/2014"
"A/Lithuania/9430/2014--EPI_ISL_166241--A_/_H3N2--03/30/2014","A/Lithuania/9430/2014--EPI_ISL_166241--A_/_H3N2--03/30/2014","03/30/2014"
"A/Lithuania/10543/2014--EPI_ISL_165563--A_/_H3N2--04/08/2014","A/Lithuania/10543/2014--EPI_ISL_165563--A_/_H3N2--04/08/2014","04/08/2014"
"A/Ireland/21550/2014--EPI_ISL_164230--A_/_H3N2--04/04/2014","A/Ireland/21550/2014--EPI_ISL_164230--A_/_H3N2--04/04/2014","04/04/2014"
"A/Misiones/7091/2014--EPI_ISL_166735--A_/_H3N2--07/07/2014","A/Misiones/7091/2014--EPI_ISL_166735--A_/_H3N2--07/07/2014","07/07/2014"
"A/Florida/4035/2014--EPI_ISL_194679--A_/_H3N2--11/26/2014","A/Florida/4035/2014--EPI_ISL_194679--A_/_H3N2--11/26/2014","11/26/2014"
"A/Washington/18/2014--EPI_ISL_167953--A_/_H3N2--10/06/2014","A/Washington/18/2014--EPI_ISL_167953--A_/_H3N2--10/06/2014","10/06/2014"
"A/Washington/18/2014--EPI_ISL_250204--A_/_H3N2--10/06/2014","A/Washington/18/2014--EPI_ISL_250204--A_/_H3N2--10/06/2014","10/06/2014"
"A/Canada/33A/2014--EPI_ISL_281824--A_/_H3N2--12/22/2014","A/Canada/33A/2014--EPI_ISL_281824--A_/_H3N2--12/22/2014","12/22/2014"
"A/Canada/33B/2014--EPI_ISL_281825--A_/_H3N2--12/22/2014","A/Canada/33B/2014--EPI_ISL_281825--A_/_H3N2--12/22/2014","12/22/2014"
"A/Chaco/4257/2014--EPI_ISL_166729--A_/_H3N2--07/07/2014","A/Chaco/4257/2014--EPI_ISL_166729--A_/_H3N2--07/07/2014","07/07/2014"
"A/Chaco/6199/2014--EPI_ISL_166731--A_/_H3N2--07/02/2014","A/Chaco/6199/2014--EPI_ISL_166731--A_/_H3N2--07/02/2014","07/02/2014"
"A/Misiones/5944/2014--EPI_ISL_166734--A_/_H3N2--06/28/2014","A/Misiones/5944/2014--EPI_ISL_166734--A_/_H3N2--06/28/2014","06/28/2014"
"A/Chaco/5525/2014--EPI_ISL_166730--A_/_H3N2--07/07/2014","A/Chaco/5525/2014--EPI_ISL_166730--A_/_H3N2--07/07/2014","07/07/2014"
"A/Madrid/SO12318/2014--EPI_ISL_165572--A_/_H3N2--06/12/2014","A/Madrid/SO12318/2014--EPI_ISL_165572--A_/_H3N2--06/12/2014","06/12/2014"
"A/Norway/1003/2014--EPI_ISL_162114--A_/_H3N2--03/04/2014","A/Norway/1003/2014--EPI_ISL_162114--A_/_H3N2--03/04/2014","03/04/2014"
"A/Lithuania/10716/2014--EPI_ISL_165564--A_/_H3N2--04/11/2014","A/Lithuania/10716/2014--EPI_ISL_165564--A_/_H3N2--04/11/2014","04/11/2014"
"A/Lithuania/7452/2014--EPI_ISL_165568--A_/_H3N2--03/12/2014","A/Lithuania/7452/2014--EPI_ISL_165568--A_/_H3N2--03/12/2014","03/12/2014"
"A/Lithuania/9133/2014--EPI_ISL_165571--A_/_H3N2--03/27/2014","A/Lithuania/9133/2014--EPI_ISL_165571--A_/_H3N2--03/27/2014","03/27/2014"
"A/Mogilev/1273/2014--EPI_ISL_165573--A_/_H3N2--03/19/2014","A/Mogilev/1273/2014--EPI_ISL_165573--A_/_H3N2--03/19/2014","03/19/2014"
"A/Lithuania/13347/2014--EPI_ISL_165565--A_/_H3N2--05/08/2014","A/Lithuania/13347/2014--EPI_ISL_165565--A_/_H3N2--05/08/2014","05/08/2014"
"A/Washington/60/2014--EPI_ISL_188888--A_/_H3N2--12/23/2014","A/Washington/60/2014--EPI_ISL_188888--A_/_H3N2--12/23/2014","12/23/2014"
"A/Washington/60/2014--EPI_ISL_251082--A_/_H3N2--12/23/2014","A/Washington/60/2014--EPI_ISL_251082--A_/_H3N2--12/23/2014","12/23/2014"
"A/Egypt/4870/2014--EPI_ISL_188884--A_/_H3N2--11/12/2014","A/Egypt/4870/2014--EPI_ISL_188884--A_/_H3N2--11/12/2014","11/12/2014"
"A/Moscow/101/2015--EPI_ISL_191782--A_/_H3N2--03/18/2015","A/Moscow/101/2015--EPI_ISL_191782--A_/_H3N2--03/18/2015","03/18/2015"
"A/Egypt/4982/2014--EPI_ISL_188891--A_/_H3N2--11/23/2014","A/Egypt/4982/2014--EPI_ISL_188891--A_/_H3N2--11/23/2014","11/23/2014"
"A/Ireland/14M03520/2014--EPI_ISL_154752--A_/_H3N2--01/06/2014","A/Ireland/14M03520/2014--EPI_ISL_154752--A_/_H3N2--01/06/2014","01/06/2014"
"A/Lithuania/11496/2014--EPI_ISL_166229--A_/_H3N2--04/18/2014","A/Lithuania/11496/2014--EPI_ISL_166229--A_/_H3N2--04/18/2014","04/18/2014"
"A/Austria/790710/2014--EPI_ISL_164206--A_/_H3N2--04/12/2014","A/Austria/790710/2014--EPI_ISL_164206--A_/_H3N2--04/12/2014","04/12/2014"
"A/Ireland/22041/2014--EPI_ISL_164231--A_/_H3N2--04/08/2014","A/Ireland/22041/2014--EPI_ISL_164231--A_/_H3N2--04/08/2014","04/08/2014"
"A/Sastin/137/2014--EPI_ISL_164249--A_/_H3N2--02/24/2014","A/Sastin/137/2014--EPI_ISL_164249--A_/_H3N2--02/24/2014","02/24/2014"
"A/Belgium/14G0510/2014--EPI_ISL_164208--A_/_H3N2--04/16/2014","A/Belgium/14G0510/2014--EPI_ISL_164208--A_/_H3N2--04/16/2014","04/16/2014"
"A/Lithuania/5009/2014--EPI_ISL_165566--A_/_H3N2--02/17/2014","A/Lithuania/5009/2014--EPI_ISL_165566--A_/_H3N2--02/17/2014","02/17/2014"
"A/Lithuania/5879/2014--EPI_ISL_165567--A_/_H3N2--02/25/2014","A/Lithuania/5879/2014--EPI_ISL_165567--A_/_H3N2--02/25/2014","02/25/2014"
"A/Ireland/22878/2014--EPI_ISL_164233--A_/_H3N2--04/09/2014","A/Ireland/22878/2014--EPI_ISL_164233--A_/_H3N2--04/09/2014","04/09/2014"
"A/Norway/1020/2014--EPI_ISL_162115--A_/_H3N2--03/07/2014","A/Norway/1020/2014--EPI_ISL_162115--A_/_H3N2--03/07/2014","03/07/2014"
"A/Levice/223/2014--EPI_ISL_164239--A_/_H3N2--04/15/2014","A/Levice/223/2014--EPI_ISL_164239--A_/_H3N2--04/15/2014","04/15/2014"
"A/Bilthoven/4311400421/2014--EPI_ISL_163352--A_/_H3N2--03/26/2014","A/Bilthoven/4311400421/2014--EPI_ISL_163352--A_/_H3N2--03/26/2014","03/26/2014"
"A/VICTORIA/503/2014--EPI_ISL_164982--A_/_H3N2--05/05/2014","A/VICTORIA/503/2014--EPI_ISL_164982--A_/_H3N2--05/05/2014","05/05/2014"
"A/VICTORIA/503/2014--EPI_ISL_164984--A_/_H3N2--05/05/2014","A/VICTORIA/503/2014--EPI_ISL_164984--A_/_H3N2--05/05/2014","05/05/2014"
"A/Victoria/503/2014--EPI_ISL_288226--A_/_H3N2--05/05/2014","A/Victoria/503/2014--EPI_ISL_288226--A_/_H3N2--05/05/2014","05/05/2014"
"A/Newcastle/22/2014--EPI_ISL_164979--A_/_H3N2--06/16/2014","A/Newcastle/22/2014--EPI_ISL_164979--A_/_H3N2--06/16/2014","06/16/2014"
"A/Newcastle/22/2014--EPI_ISL_166236--A_/_H3N2--06/16/2014","A/Newcastle/22/2014--EPI_ISL_166236--A_/_H3N2--06/16/2014","06/16/2014"
"A/Newcastle/22/2014--EPI_ISL_166737--A_/_H3N2--06/16/2014","A/Newcastle/22/2014--EPI_ISL_166737--A_/_H3N2--06/16/2014","06/16/2014"
"A/Newcastle/22/2014--EPI_ISL_166738--A_/_H3N2--06/16/2014","A/Newcastle/22/2014--EPI_ISL_166738--A_/_H3N2--06/16/2014","06/16/2014"
"A/Komarno/618/2015--EPI_ISL_191778--A_/_H3N2--02/25/2015","A/Komarno/618/2015--EPI_ISL_191778--A_/_H3N2--02/25/2015","02/25/2015"
"A/Newcastle/22/2014--EPI_ISL_167944--A_/_H3N2--06/16/2014","A/Newcastle/22/2014--EPI_ISL_167944--A_/_H3N2--06/16/2014","06/16/2014"
"A/Malmoe/5/2014--EPI_ISL_169259--A_/_H3N2--11/28/2014","A/Malmoe/5/2014--EPI_ISL_169259--A_/_H3N2--11/28/2014","11/28/2014"
"A/Nordrhein-Westfalen/2/2015--EPI_ISL_170659--A_/_H3N2--01/05/2015","A/Nordrhein-Westfalen/2/2015--EPI_ISL_170659--A_/_H3N2--01/05/2015","01/05/2015"
"A/Nordrhein-Westfalen/18/2014--EPI_ISL_170322--A_/_H3N2--12/22/2014","A/Nordrhein-Westfalen/18/2014--EPI_ISL_170322--A_/_H3N2--12/22/2014","12/22/2014"
"A/Victoria/88/2014--EPI_ISL_192824--A_/_H3N2--07/30/2014","A/Victoria/88/2014--EPI_ISL_192824--A_/_H3N2--07/30/2014","07/30/2014"
"A/Victoria/92/2014--EPI_ISL_192826--A_/_H3N2--08/04/2014","A/Victoria/92/2014--EPI_ISL_192826--A_/_H3N2--08/04/2014","08/04/2014"
"A/Massachusetts/12/2014--EPI_ISL_166842--A_/_H3N2--08/25/2014","A/Massachusetts/12/2014--EPI_ISL_166842--A_/_H3N2--08/25/2014","08/25/2014"
"A/TASMANIA/45/2014--EPI_ISL_168934--A_/_H3N2--08/11/2014","A/TASMANIA/45/2014--EPI_ISL_168934--A_/_H3N2--08/11/2014","08/11/2014"
"A/NEWCASTLE/26/2014--EPI_ISL_164985--A_/_H3N2--06/30/2014","A/NEWCASTLE/26/2014--EPI_ISL_164985--A_/_H3N2--06/30/2014","06/30/2014"
"A/NEWCASTLE/107/2014--EPI_ISL_168905--A_/_H3N2--08/21/2014","A/NEWCASTLE/107/2014--EPI_ISL_168905--A_/_H3N2--08/21/2014","08/21/2014"
"A/NEWCASTLE/54/2014--EPI_ISL_168907--A_/_H3N2--08/05/2014","A/NEWCASTLE/54/2014--EPI_ISL_168907--A_/_H3N2--08/05/2014","08/05/2014"
"A/NEWCASTLE/79/2014--EPI_ISL_168909--A_/_H3N2--08/18/2014","A/NEWCASTLE/79/2014--EPI_ISL_168909--A_/_H3N2--08/18/2014","08/18/2014"
"A/Newcastle/22/2014--EPI_ISL_165659--A_/_H3N2--06/16/2014","A/Newcastle/22/2014--EPI_ISL_165659--A_/_H3N2--06/16/2014","06/16/2014"
"A/Newcastle/22/2014--EPI_ISL_166237--A_/_H3N2--06/16/2014","A/Newcastle/22/2014--EPI_ISL_166237--A_/_H3N2--06/16/2014","06/16/2014"
"A/Alsace1470/2015--EPI_ISL_203056--A_/_H3N2--03/11/2015","A/Alsace1470/2015--EPI_ISL_203056--A_/_H3N2--03/11/2015","03/11/2015"
"A/Alsace1471/2015--EPI_ISL_203057--A_/_H3N2--03/10/2015","A/Alsace1471/2015--EPI_ISL_203057--A_/_H3N2--03/10/2015","03/10/2015"
"A/VICTORIA/76/2014--EPI_ISL_164983--A_/_H3N2--07/03/2014","A/VICTORIA/76/2014--EPI_ISL_164983--A_/_H3N2--07/03/2014","07/03/2014"
"A/CANBERRA/101/2014--EPI_ISL_168895--A_/_H3N2--08/06/2014","A/CANBERRA/101/2014--EPI_ISL_168895--A_/_H3N2--08/06/2014","08/06/2014"
"A/NEWCASTLE/28/2014--EPI_ISL_164981--A_/_H3N2--06/28/2014","A/NEWCASTLE/28/2014--EPI_ISL_164981--A_/_H3N2--06/28/2014","06/28/2014"
"A/NEWCASTLE/34/2014--EPI_ISL_168906--A_/_H3N2--06/18/2014","A/NEWCASTLE/34/2014--EPI_ISL_168906--A_/_H3N2--06/18/2014","06/18/2014"
"A/SYDNEY/1001/2014--EPI_ISL_168922--A_/_H3N2--07/25/2014","A/SYDNEY/1001/2014--EPI_ISL_168922--A_/_H3N2--07/25/2014","07/25/2014"
"A/FUKUSHIMA/103/2014--EPI_ISL_170085--A_/_H3N2--11/25/2014","A/FUKUSHIMA/103/2014--EPI_ISL_170085--A_/_H3N2--11/25/2014","11/25/2014"
"A/TASMANIA/122/2014--EPI_ISL_168932--A_/_H3N2--09/05/2014","A/TASMANIA/122/2014--EPI_ISL_168932--A_/_H3N2--09/05/2014","09/05/2014"
"A/SYDNEY/1016/2014--EPI_ISL_168925--A_/_H3N2--08/07/2014","A/SYDNEY/1016/2014--EPI_ISL_168925--A_/_H3N2--08/07/2014","08/07/2014"
"A/Perth/1053/2014--EPI_ISL_171932--A_/_H3N2--11/04/2014","A/Perth/1053/2014--EPI_ISL_171932--A_/_H3N2--11/04/2014","11/04/2014"
"A/VICTORIA/2078/2014--EPI_ISL_168959--A_/_H3N2--09/10/2014","A/VICTORIA/2078/2014--EPI_ISL_168959--A_/_H3N2--09/10/2014","09/10/2014"
"A/CANBERRA/44/2014--EPI_ISL_168898--A_/_H3N2--07/24/2014","A/CANBERRA/44/2014--EPI_ISL_168898--A_/_H3N2--07/24/2014","07/24/2014"
"A/VICTORIA/528/2014--EPI_ISL_168944--A_/_H3N2--07/17/2014","A/VICTORIA/528/2014--EPI_ISL_168944--A_/_H3N2--07/17/2014","07/17/2014"
"A/NEW_CALEDONIA/76/2014--EPI_ISL_168902--A_/_H3N2--08/20/2014","A/NEW_CALEDONIA/76/2014--EPI_ISL_168902--A_/_H3N2--08/20/2014","08/20/2014"
"A/SOUTH_AUSTRALIA/1032/2014--EPI_ISL_168917--A_/_H3N2--09/08/2014","A/SOUTH_AUSTRALIA/1032/2014--EPI_ISL_168917--A_/_H3N2--09/08/2014","09/08/2014"
"A/South_Australia/1032/2014--EPI_ISL_288177--A_/_H3N2--09/08/2014","A/South_Australia/1032/2014--EPI_ISL_288177--A_/_H3N2--09/08/2014","09/08/2014"
"A/Texas/42/2014--EPI_ISL_168725--A_/_H3N2--10/22/2014","A/Texas/42/2014--EPI_ISL_168725--A_/_H3N2--10/22/2014","10/22/2014"
"A/Texas/42/2014--EPI_ISL_249840--A_/_H3N2--10/22/2014","A/Texas/42/2014--EPI_ISL_249840--A_/_H3N2--10/22/2014","10/22/2014"
"A/Texas/43/2014--EPI_ISL_249819--A_/_H3N2--10/15/2014","A/Texas/43/2014--EPI_ISL_249819--A_/_H3N2--10/15/2014","10/15/2014"
"A/Texas/42/2014--EPI_ISL_173851--A_/_H3N2--10/22/2014","A/Texas/42/2014--EPI_ISL_173851--A_/_H3N2--10/22/2014","10/22/2014"
"A/Texas/42/2014--EPI_ISL_169473--A_/_H3N2--10/22/2014","A/Texas/42/2014--EPI_ISL_169473--A_/_H3N2--10/22/2014","10/22/2014"
"A/Texas/43/2014--EPI_ISL_168726--A_/_H3N2--10/15/2014","A/Texas/43/2014--EPI_ISL_168726--A_/_H3N2--10/15/2014","10/15/2014"
"A/England/50280054/2015--EPI_ISL_186585--A_/_H3N2--01/07/2015","A/England/50280054/2015--EPI_ISL_186585--A_/_H3N2--01/07/2015","01/07/2015"
